,no,province_id,province,district_id,district,Registration Date,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 
,129,18,Lampung,1804,East Lampung ,,63.23 ,64.10 ,65.10 ,66.07 ,66.42 ,67.10 ,67.88 ,68.05 ,69.04,69.34,69.37,69.66,70.58,71.21
,130,18,Lampung,1805,Central Lampung ,,64.14 ,64.71 ,65.60 ,66.57 ,67.07 ,67.61 ,68.33 ,68.95 ,69.73,70.04,70.16,70.23,70.8,71.6
,131,18,Lampung,1806,North Lampung,,61.82 ,62.67 ,62.93 ,64.00 ,64.89 ,65.20 ,65.95 ,66.58 ,67.17,67.63,67.67,67.89,68.33,68.95
,132,18,Lampung,1807,Way Kanan,0,61.27 ,62.04 ,62.79 ,63.92 ,64.32 ,65.18 ,65.74 ,65.97 ,66.63,67.19,67.44,67.57,68.04,68.63
,133,18,Lampung,1808,Tulangbawang,,63.21 ,63.67 ,64.11 ,64.91 ,65.83 ,66.08 ,66.74 ,67.07 ,67.7,68.23,68.52,68.73,69.53,70.02
,134,18,Lampung,1809,Pesawaran,,58.64 ,59.44 ,59.98 ,60.94 ,61.70 ,62.70 ,63.47 ,64.43 ,64.97,65.75,65.79,66.14,66.7,67.67
,135,18,Lampung,1810,Pringsewu,,-,64.86 ,65.37 ,66.14 ,66.58 ,67.55 ,68.26 ,68.61 ,69.42,69.97,70.3,70.45,70.98,71.61
,136,18,Lampung,1811,Mesuji,,-,57.32 ,57.67 ,58.16 ,58.71 ,59.79 ,60.72 ,61.87 ,62.88,63.52,63.63,64.04,64.94,65.64
,137,18,Lampung,1812,Tulang Bawang Barat,,-,60.13 ,60.77 ,61.46 ,62.46 ,63.01 ,63.77 ,64.58 ,65.3,65.93,65.97,66.22,67.13,67.81
,138,18,Lampung,1813,Pesisir Barat,,-,-,-,58.95 ,59.76 ,60.55 ,61.50 ,62.20 ,62.96,63.79,63.91,64.3,65.14,66
,139,18,Lampung,1871,Bandar Lampung City,,71.11 ,72.04 ,72.88 ,73.93 ,74.34 ,74.81 ,75.34 ,75.98 ,76.63,77.33,77.44,77.58,78.01,78.56
,140,18,Lampung,1872,Metro City,,71.37 ,72.23 ,72.86 ,74.27 ,74.98 ,75.10 ,75.45 ,75.87 ,76.22,76.77,77.19,77.49,77.89,78.36
,141,19,Bangka Belitung Islands,1901,Bangka,,66.41 ,67.37 ,67.99 ,69.34 ,69.79 ,70.03 ,70.43 ,71.09 ,71.8,72.39,72.4,72.46,72.95,73.66
,142,19,Bangka Belitung Islands,1902,Belitung,,66.79 ,67.17 ,67.87 ,69.27 ,69.56 ,70.29 ,70.81 ,70.93 ,71.7,72.46,72.51,72.57,73.38,74.02
,143,19,Bangka Belitung Islands,1903,Bangka Barat,,63.16 ,64.00 ,64.92 ,65.85 ,66.43 ,67.23 ,67.60 ,67.94 ,68.68,69.05,69.08,69.6,70.12,70.45
,144,19,Bangka Belitung Islands,1904,Bangka Tengah,,65.10 ,66.09 ,66.88 ,67.67 ,68.09 ,68.66 ,68.76 ,68.99 ,69.52,70.33,70.45,70.89,71.4,71.71
,145,19,Bangka Belitung Islands,1905,Bangka Selatan,,59.98 ,60.53 ,61.17 ,62.96 ,63.54 ,63.89 ,64.57 ,65.02 ,65.98,66.54,66.9,67.06,67.95,68.51
,146,19,Bangka Belitung Islands,1906,Belitung Timur,,64.99 ,65.86 ,66.59 ,67.71 ,68.10 ,68.83 ,69.30 ,69.57 ,70.22,70.84,70.92,71.42,72.29,72.86
,147,19,Bangka Belitung Islands,1971,Pangkal Pinang City ,,74.68 ,75.02 ,75.69 ,76.14 ,76.28 ,76.61 ,76.73 ,76.86 ,77.43,77.97,78.22,78.57,79.24,79.93
,148,21,Riau Islands,2101,Karimun,,66.40 ,66.82 ,67.67 ,68.52 ,68.72 ,69.21 ,69.84 ,70.26 ,70.56,71.1,71.44,71.7,72.65,73.51
,149,21,Riau Islands,2102,Bintan,,69.87 ,70.47 ,71.01 ,71.31 ,71.65 ,71.92 ,72.38 ,72.91 ,73.41,73.98,74.13,74.57,74.99,75.7
,150,21,Riau Islands,2103,Natuna,,66.29 ,67.76 ,68.80 ,69.39 ,70.06 ,70.87 ,71.23 ,71.52 ,72.1,72.63,72.72,73.09,73.47,74.21
,151,21,Riau Islands,2104,Lingga,,57.36 ,58.51 ,59.38 ,60.13 ,60.75 ,61.28 ,62.44 ,63.45 ,64.06,64.98,65.29,65.83,66.57,67.44
,152,21,Riau Islands,2105,Kepulauan Anambas,,63.03 ,63.71 ,64.32 ,64.86 ,65.12 ,65.86 ,66.30 ,67.06 ,67.53,68.48,68.8,69.23,69.61,70.26
,153,21,Riau Islands,2171,Batam City,,76.98 ,77.82 ,78.39 ,78.65 ,79.13 ,79.34 ,79.79 ,80.26 ,80.54,81.09,81.11,81.12,81.67,82.11
,154,21,Riau Islands,2172,Tanjung Pinang City,,73.76 ,74.86 ,75.91 ,76.70 ,77.29 ,77.57 ,77.77 ,78.00 ,78.33,78.73,78.91,78.93,79.64,80.23
,155,31,Jakarta Special Region,3101,Kepulauan Seribu,,64.96 ,65.79 ,66.92 ,67.62 ,68.48 ,68.84 ,69.52 ,70.11 ,70.91,71.4,71.63,72.1,72.79,73.39
,156,31,Jakarta Special Region,3171,South Jakarta City,,80.26 ,81.22 ,81.72 ,82.72 ,82.94 ,83.37 ,83.94 ,84.13 ,84.44,84.75,84.72,84.9,85.21,86.07
,157,31,Jakarta Special Region,3172,East Jakarta City,,78.06 ,78.82 ,79.52 ,79.88 ,80.40 ,80.73 ,81.28 ,81.61 ,82.06,82.69,82.66,82.97,83.45,84.13
,158,31,Jakarta Special Region,3173,Centre Jakarta City,,77.30 ,77.97 ,78.44 ,78.81 ,79.03 ,79.69 ,80.22 ,80.49 ,81.01,81.24,81.39,81.56,82.11,82.53
,159,31,Jakarta Special Region,3174,West Jakarta City,,76.65 ,77.41 ,78.05 ,78.79 ,79.38 ,79.72 ,80.34 ,80.47 ,80.88,81.21,81.38,81.76,82.51,83.02
,160,31,Jakarta Special Region,3175,North Jakarta City ,,75.15 ,76.12 ,76.89 ,77.16 ,77.29 ,78.30 ,78.78 ,79.47 ,79.87,80.17,80.29,80.51,80.81,81.11
,161,32,West Java,3201,Bogor,43669,64.35 ,64.78 ,65.66 ,66.74 ,67.36 ,67.77 ,68.32 ,69.13 ,69.69,70.65,70.4,70.6,71.2,71.78
,162,32,West Java,3202,Sukabumi,,60.69 ,61.14 ,62.27 ,63.63 ,64.07 ,64.44 ,65.13 ,65.49 ,66.05,66.87,66.88,67.07,67.64,68.49
,163,32,West Java,3203,Cianjur,,58.58 ,59.38 ,60.28 ,61.68 ,62.08 ,62.42 ,62.92 ,63.70 ,64.62,65.38,65.36,65.56,65.94,66.55
,164,32,West Java,3204,Bandung,,67.28 ,67.78 ,68.13 ,68.58 ,69.06 ,70.05 ,70.69 ,71.02 ,71.75,72.41,72.39,72.73,73.16,73.74
,165,32,West Java,3205,Garut,41527,60.23 ,60.55 ,61.04 ,61.67 ,62.23 ,63.21 ,63.64 ,64.52 ,65.42,66.22,66.12,66.45,67.41,68.11
,166,32,West Java,3206,Tasikmalaya,,60.21 ,61.05 ,61.69 ,62.40 ,62.79 ,63.17 ,63.57 ,64.14 ,65,65.64,65.67,65.9,66.84,67.76
,167,32,West Java,3207,Ciamis,,64.64 ,65.48 ,66.29 ,67.20 ,67.64 ,68.02 ,68.45 ,68.87 ,69.63,70.39,70.49,70.93,71.45,72.05
,168,32,West Java,3208,Kuningan,,64.40 ,65.04 ,65.60 ,66.16 ,66.63 ,67.19 ,67.51 ,67.78 ,68.55,69.12,69.38,69.71,70.16,70.72
,169,32,West Java,3209,Cirebon,,63.64 ,64.17 ,64.48 ,65.06 ,65.53 ,66.07 ,66.70 ,67.39 ,68.05,68.69,68.75,69.12,70.06,70.95
,170,32,West Java,3210,Majalengka,,62.30 ,62.67 ,63.13 ,63.71 ,64.07 ,64.75 ,65.25 ,65.92 ,66.72,67.52,67.59,67.81,68.56,69.13
,171,32,West Java,3211,Sumedang,0,66.04 ,66.16 ,67.36 ,68.47 ,68.76 ,69.29 ,69.45 ,70.07 ,70.99,71.46,71.64,71.8,72.69,73.18
,172,32,West Java,3212,Indramayu,,60.86 ,61.47 ,62.09 ,62.98 ,63.55 ,64.36 ,64.78 ,65.58 ,66.36,66.97,67.29,67.64,68.55,69.25
,173,32,West Java,3213,Subang,Subang,63.54 ,64.21 ,64.86 ,65.48 ,65.80 ,66.52 ,67.14 ,67.73 ,68.31,68.69,68.95,69.13,69.87,70.7
,174,32,West Java,3214,Purwakarta,0,64.93 ,65.51 ,66.30 ,67.09 ,67.32 ,67.84 ,68.56 ,69.28 ,69.98,70.67,70.82,70.98,71.56,72.09
,175,32,West Java,3215,Karawang,,64.58 ,65.21 ,65.97 ,66.61 ,67.08 ,67.66 ,68.19 ,69.17 ,69.89,70.86,70.66,70.94,71.74,72.35
,176,32,West Java,3216,Bekasi,,67.58 ,68.66 ,69.38 ,70.09 ,70.51 ,71.19 ,71.83 ,72.63 ,73.49,73.99,74.07,74.45,75.22,75.76
,177,32,West Java,3217,West Bandung ,#REF!,61.34 ,62.36 ,63.17 ,63.93 ,64.27 ,65.23 ,65.81 ,66.63 ,67.46,68.27,68.08,68.29,69.04,69.61
,178,32,West Java,3218,Pangandaran,,-,-,-,64.73 ,65.29 ,65.62 ,65.79 ,66.60 ,67.44,68.21,68.06,68.28,69.03,69.38
,179,32,West Java,3271,Bogor  City,,71.25 ,71.72 ,72.25 ,72.86 ,73.10 ,73.65 ,74.50 ,75.16 ,75.66,76.23,76.11,76.59,77.17,77.85
,180,32,West Java,3272,Sukabumi City,,67.94 ,68.67 ,69.74 ,70.81 ,71.19 ,71.84 ,72.33 ,73.03 ,73.55,74.31,74.21,74.6,75.4,76.32
,181,32,West Java,3273,Bandung City,,77.49 ,78.13 ,78.30 ,78.55 ,78.98 ,79.67 ,80.13 ,80.31 ,81.06,81.62,81.51,81.96,82.5,83.04
,182,32,West Java,3274,Cirebon City,,70.74 ,71.49 ,71.97 ,72.27 ,72.93 ,73.34 ,73.70 ,74.00 ,74.35,74.92,74.89,75.25,75.89,76.46
,183,32,West Java,3275,Bekasi City,,76.77 ,77.48 ,77.71 ,78.63 ,78.84 ,79.63 ,79.95 ,80.30 ,81.04,81.59,81.5,81.95,82.46,83.03
,184,32,West Java,3276,Depok City,,76.66 ,76.96 ,77.28 ,78.27 ,78.58 ,79.11 ,79.60 ,79.83 ,80.29,80.82,80.97,81.37,81.86,82.38
,185,32,West Java,3277,Cimahi City,,73.76 ,74.41 ,74.99 ,75.85 ,76.06 ,76.42 ,76.69 ,76.95 ,77.56,78.11,77.83,78.06,78.77,79.46
,186,32,West Java,3278,Tasikmalaya City,,66.58 ,67.18 ,67.84 ,68.63 ,69.04 ,69.99 ,70.58 ,71.51 ,72.03,72.84,73.04,73.31,73.83,74.47
,187,32,West Java,3279,Banjar City,,66.81 ,67.15 ,67.53 ,68.01 ,68.34 ,69.31 ,70.09 ,70.79 ,71.25,71.75,71.7,71.92,72.55,73.08
,188,33,Central Java,3301,Cilacap,,64.18 ,64.73 ,65.72 ,66.80 ,67.25 ,67.77 ,68.60 ,68.90 ,69.56,69.98,69.95,70.42,70.99,71.83
,189,33,Central Java,3302,Banyumas,,66.87 ,67.45 ,68.06 ,68.55 ,69.25 ,69.89 ,70.49 ,70.75 ,71.3,71.96,71.98,72.44,73.17,73.86
,190,33,Central Java,3303,Purbalingga,,63.61 ,64.33 ,64.94 ,65.53 ,66.23 ,67.03 ,67.48 ,67.72 ,68.41,68.99,68.97,69.15,69.54,70.24
,191,33,Central Java,3304,Banjarnegara,,60.70 ,61.58 ,62.29 ,62.84 ,63.15 ,64.73 ,65.52 ,65.86 ,66.54,67.34,67.45,67.86,68.61,69.14
,192,33,Central Java,3305,Kebumen,,63.08 ,64.05 ,64.47 ,64.86 ,65.67 ,66.87 ,67.41 ,68.29 ,68.8,69.6,69.81,70.05,70.79,71.37
,193,33,Central Java,3306,Purworejo,,68.16 ,69.11 ,69.40 ,69.77 ,70.12 ,70.37 ,70.66 ,71.31 ,71.87,72.5,72.68,72.98,73.6,74.28
,194,33,Central Java,3307,Wonosobo,0,62.50 ,63.07 ,64.18 ,64.57 ,65.20 ,65.70 ,66.19 ,66.89 ,67.81,68.27,68.22,68.43,68.89,69.37
,195,33,Central Java,3308,Magelang,,63.28 ,64.16 ,64.75 ,65.86 ,66.35 ,67.13 ,67.85 ,68.39 ,69.11,69.87,69.87,70.12,70.85,71.45
,196,33,Central Java,3309,Boyolali,,68.76 ,69.14 ,69.51 ,69.81 ,70.34 ,71.74 ,72.18 ,72.64 ,73.22,73.8,74.25,74.4,74.97,75.41
,197,33,Central Java,3310,Klaten,,70.76 ,71.16 ,71.71 ,72.42 ,73.19 ,73.81 ,73.97 ,74.25 ,74.79,75.29,75.56,76.12,76.95,77.59
,198,33,Central Java,3311,Sukoharjo,,71.53 ,72.34 ,72.81 ,73.22 ,73.76 ,74.53 ,75.06 ,75.56 ,76.07,76.84,76.98,77.13,77.94,78.65
,199,33,Central Java,3312,Wonogiri,,63.90 ,64.75 ,65.75 ,66.40 ,66.77 ,67.76 ,68.23 ,68.66 ,69.37,69.98,70.25,70.49,71.04,71.97
,200,33,Central Java,3313,Karanganyar,,70.31 ,71.00 ,72.26 ,73.33 ,73.89 ,74.26 ,74.90 ,75.22 ,75.54,75.89,75.86,75.99,76.58,77.31
,201,33,Central Java,3314,Sragen,,67.67 ,68.12 ,68.91 ,69.95 ,70.52 ,71.10 ,71.43 ,72.40 ,72.96,73.43,73.95,74.08,74.65,75.1
,202,33,Central Java,3315,Grobogan,,64.56 ,65.41 ,66.39 ,67.43 ,67.77 ,68.05 ,68.52 ,68.87 ,69.32,69.86,69.87,70.41,70.97,71.49
,203,33,Central Java,3316,Blora,,63.02 ,63.88 ,64.70 ,65.37 ,65.84 ,66.22 ,66.61 ,67.52 ,67.95,68.65,68.84,69.37,69.95,70.63
,204,33,Central Java,3317,Rembang,,64.53 ,65.36 ,66.03 ,66.84 ,67.40 ,68.18 ,68.60 ,68.95 ,69.46,70.15,70.02,70.43,71,71.89
,205,33,Central Java,3318,Pati,,65.13 ,65.71 ,66.13 ,66.47 ,66.99 ,68.51 ,69.03 ,70.12 ,70.71,71.35,71.77,72.28,73.14,73.59
,206,33,Central Java,3319,Kudus,,69.22 ,69.89 ,70.57 ,71.58 ,72.00 ,72.72 ,72.94 ,73.84 ,74.58,74.94,75,75.16,75.89,76.71
,207,33,Central Java,3320,Jepara,,66.76 ,67.63 ,68.45 ,69.11 ,69.61 ,70.02 ,70.25 ,70.79 ,71.38,71.88,71.99,72.36,73.15,73.85
,208,33,Central Java,3321,Demak,,66.02 ,66.84 ,67.55 ,68.38 ,68.95 ,69.75 ,70.10 ,70.41 ,71.26,71.87,72.22,72.57,73.36,74.07
,209,33,Central Java,3322,Semarang,,69.58 ,70.35 ,70.88 ,71.29 ,71.65 ,71.89 ,72.40 ,73.20 ,73.61,74.14,74.1,74.24,74.67,75.13
,210,33,Central Java,3323,Temanggung,41974,63.08 ,64.14 ,64.91 ,65.52 ,65.97 ,67.07 ,67.60 ,68.34 ,68.83,69.56,69.57,69.88,70.77,71.33
,211,33,Central Java,3324,Kendal,,66.23 ,66.96 ,67.55 ,67.98 ,68.46 ,69.57 ,70.11 ,70.62 ,71.28,71.97,72.29,72.5,73.19,73.86
,212,33,Central Java,3325,Batang,,61.64 ,62.59 ,63.09 ,63.60 ,64.07 ,65.46 ,66.38 ,67.35 ,67.86,68.42,68.65,68.92,69.45,70.2
,213,33,Central Java,3326,Pekalongan,,63.75 ,64.72 ,65.33 ,66.26 ,66.98 ,67.40 ,67.71 ,68.40 ,68.97,69.71,69.63,70.11,70.81,71.4
,214,33,Central Java,3327,Pemalang,,58.64 ,59.66 ,60.78 ,61.81 ,62.35 ,63.70 ,64.17 ,65.04 ,65.67,66.32,66.32,66.56,67.19,68.03
,215,33,Central Java,3328,Tegal,,61.14 ,61.97 ,62.67 ,63.50 ,64.10 ,65.04 ,65.84 ,66.44 ,67.33,68.24,68.39,68.79,69.53,70.23
,216,33,Central Java,3329,Brebes,,59.49 ,60.51 ,60.92 ,61.87 ,62.55 ,63.18 ,63.98 ,64.86 ,65.68,66.12,66.11,66.32,67.03,67.95
,217,33,Central Java,3371,Mageleng City,,73.99 ,74.47 ,75.00 ,75.29 ,75.79 ,76.39 ,77.16 ,77.84 ,78.31,78.8,78.99,79.43,80.39,81.17
,218,33,Central Java,3372,Surakarta City,,77.45 ,78.00 ,78.44 ,78.89 ,79.34 ,80.14 ,80.76 ,80.85 ,81.46,81.86,82.21,82.62,83.08,83.54
,219,33,Central Java,3373,Salatiga City,,78.35 ,78.76 ,79.10 ,79.37 ,79.98 ,80.96 ,81.14 ,81.68 ,82.41,83.12,83.14,83.6,84.35,84.99
,220,33,Central Java,3374,Semarang City,,76.96 ,77.58 ,78.04 ,78.68 ,79.24 ,80.23 ,81.19 ,82.01 ,82.72,83.19,83.05,83.55,84.08,84.43
,221,33,Central Java,3375,Pekalongan City,,68.95 ,69.54 ,69.95 ,70.82 ,71.53 ,72.69 ,73.32 ,73.77 ,74.24,74.77,74.98,75.4,75.9,76.71
,222,33,Central Java,3376,Tegal City,,69.33 ,70.03 ,70.68 ,71.44 ,72.20 ,72.96 ,73.55 ,73.95 ,74.44,74.93,75.07,75.52,76.15,77.02
,223,34,Special Region Yogyakarta,3401,Kulon Progo,,68.83 ,69.53 ,69.74 ,70.14 ,70.68 ,71.52 ,72.38 ,73.23 ,73.76,74.44,74.46,74.71,75.46,75.79
,224,34,Special Region Yogyakarta ,3402,Bantul,,75.31 ,75.79 ,76.13 ,76.78 ,77.11 ,77.99 ,78.42 ,78.67 ,79.45,80.01,80.01,80.28,80.69,81.39
,225,34,Special Region Yogyakarta ,3403,Gunung Kidul,,64.20 ,64.83 ,65.69 ,66.31 ,67.03 ,67.41 ,67.82 ,68.73 ,69.24,69.96,69.98,70.16,70.96,71.24
,226,34,Special Region Yogyakarta ,3404,Sleman,,79.69 ,80.04 ,80.10 ,80.26 ,80.73 ,81.20 ,82.15 ,82.85 ,83.42,83.85,83.84,84,84.31,84.77
,227,34,Special Region Yogyakarta ,3471,Kota Yogyakarta,,82.72 ,82.98 ,83.29 ,83.61 ,83.78 ,84.56 ,85.32 ,85.49 ,86.11,86.65,86.61,87.18,87.69,88.28
,228,35,East Java,3501,Pacitan,,61.14 ,62.03 ,62.94 ,63.38 ,63.81 ,64.92 ,65.74 ,66.51 ,67.33,68.16,68.39,68.57,69.37,70.19
,229,35,East Java,3502,Ponorogo,,64.13 ,65.28 ,66.16 ,67.03 ,67.40 ,68.16 ,68.93 ,69.26 ,69.91,70.56,70.81,71.06,71.87,72.5
,230,35,East Java,3503,Trenggalek,,63.67 ,64.27 ,65.01 ,65.76 ,66.16 ,67.25 ,67.78 ,68.10 ,68.71,69.46,69.74,70.06,71,71.73
,231,35,East Java,3504,Tulungagung,,67.28 ,67.76 ,68.29 ,69.30 ,69.49 ,70.07 ,70.82 ,71.24 ,71.99,72.62,73,73.15,74.06,74.61
,232,35,East Java,3505,Blitar,,64.79 ,65.47 ,66.17 ,66.49 ,66.88 ,68.13 ,68.88 ,69.33 ,69.93,70.57,70.58,71.05,71.86,72.49
,233,35,East Java,3506,Kediri,,66.24 ,66.84 ,67.29 ,68.01 ,68.44 ,68.91 ,69.87 ,70.47 ,71.07,71.85,72.05,72.56,73.46,73.96
,234,35,East Java,3507,Malang,,63.47 ,63.97 ,64.71 ,65.20 ,65.59 ,66.63 ,67.51 ,68.47 ,69.4,70.35,70.36,70.6,71.38,72.16
,235,35,East Java,3508,Lumajang,,59.62 ,60.72 ,61.31 ,61.87 ,62.33 ,63.02 ,63.74 ,64.23 ,64.83,65.33,65.46,66.07,66.95,67.87
,236,35,East Java,3509,Jember,,59.94 ,60.64 ,61.31 ,62.43 ,62.64 ,63.04 ,64.01 ,64.96 ,65.96,66.69,67.11,67.32,67.97,68.64
,237,35,East Java,3510,Banyuwangi,,64.54 ,65.48 ,66.12 ,66.74 ,67.31 ,68.08 ,69.00 ,69.64 ,70.06,70.6,70.62,71.38,71.94,72.61
,238,35,East Java,3511,Bondowoso,41527,59.47 ,60.46 ,62.24 ,63.21 ,63.43 ,63.95 ,64.52 ,64.75 ,65.27,66.09,66.43,66.59,67.31,67.99
,239,35,East Java,3512,Situbondo,,60.07 ,60.82 ,62.23 ,63.43 ,63.91 ,64.53 ,65.08 ,65.68 ,66.42,67.09,67.38,67.78,68.25,69.16
,240,35,East Java,3513,Probolinggo,,59.83 ,60.30 ,61.33 ,62.61 ,63.04 ,63.83 ,64.12 ,64.28 ,64.85,65.6,66.07,66.26,66.96,67.79
,241,35,East Java,3514,Pasuruan,43700,60.79 ,61.43 ,62.31 ,63.74 ,64.35 ,65.04 ,65.71 ,66.69 ,67.41,68.29,68.6,68.93,69.68,70.29
,242,35,East Java,3515,Sidoarjo,,73.75 ,74.48 ,75.14 ,76.39 ,76.78 ,77.43 ,78.17 ,78.70 ,79.5,80.05,80.29,80.65,81.02,81.55
,243,35,East Java,3516,Mojokerto,,68.14 ,68.71 ,69.17 ,69.84 ,70.22 ,70.85 ,71.38 ,72.36 ,72.64,73.53,73.83,74.15,74.89,75.53
,244,35,East Java,3517,Jombang,,66.20 ,66.84 ,67.82 ,68.63 ,69.07 ,69.59 ,70.03 ,70.88 ,71.86,72.85,72.97,73.45,74.05,74.6
,245,35,East Java,3518,Nganjuk,,65.60 ,66.58 ,68.07 ,68.98 ,69.59 ,69.90 ,70.50 ,70.69 ,71.23,71.71,71.72,71.97,72.93,73.71
,246,35,East Java,3519,Madiun,,64.87 ,65.98 ,67.32 ,68.07 ,68.60 ,69.39 ,69.67 ,70.27 ,71.01,71.69,71.73,71.88,72.39,72.97
,247,35,East Java,3520,Magetan,,67.58 ,68.52 ,69.56 ,69.86 ,70.29 ,71.39 ,71.94 ,72.60 ,72.91,73.49,73.92,74.15,74.85,75.41
,248,35,East Java,3521,Ngawi,,64.52 ,65.84 ,66.72 ,67.25 ,67.78 ,68.32 ,68.96 ,69.27 ,69.91,70.41,70.54,71.04,71.75,72.47
,249,35,East Java,3522,Bojonegoro,,62.19 ,63.22 ,64.20 ,64.85 ,65.27 ,66.17 ,66.73 ,67.28 ,67.85,68.75,69.04,69.59,70.12,70.85
,250,35,East Java,3523,Tuban,,61.33 ,62.47 ,63.36 ,64.14 ,64.58 ,65.52 ,66.19 ,66.77 ,67.43,68.37,68.4,68.91,69.67,70.34
,251,35,East Java,3524,Lamongan,,65.40 ,66.21 ,67.51 ,68.90 ,69.42 ,69.84 ,70.34 ,71.11 ,71.97,72.57,72.58,73.12,74.02,74.53
,252,35,East Java,3525,Gresik,,69.90 ,71.11 ,72.12 ,72.47 ,72.84 ,73.57 ,74.46 ,74.84 ,75.28,76.1,76.11,76.5,77.16,77.98
,253,35,East Java,3526,Bangkalan,,57.23 ,58.63 ,59.65 ,60.19 ,60.71 ,61.49 ,62.06 ,62.30 ,62.87,63.79,64.11,64.36,65.05,65.75
,254,35,East Java,3527,Sampang,,54.49 ,55.17 ,55.78 ,56.45 ,56.98 ,58.18 ,59.09 ,59.90 ,61,61.94,62.7,62.8,63.39,64.13
,255,35,East Java,3528,Pamekasan,,59.37 ,60.42 ,61.21 ,62.27 ,62.66 ,63.10 ,63.98 ,64.93 ,65.41,65.94,66.26,66.4,66.99,67.96
,256,35,East Java,3529,Sumenep,,57.27 ,58.70 ,60.08 ,60.84 ,61.43 ,62.38 ,63.42 ,64.28 ,65.25,66.22,66.43,67.04,67.87,68.61
,257,35,East Java,3571,Kediri City,,72.20 ,72.93 ,73.66 ,74.18 ,74.62 ,75.67 ,76.33 ,77.13 ,77.58,78.08,78.23,78.6,79.59,80.44
